"endorsement_count","name","perfil_id"
"13","Microsoft Excel",74
"10","Marketing digital",74
"10","Vendas",74
"7","Digital Marketing",74
"7","B2B",74
"7","Gestão de vendas",74
"7","Planejamento de mercado",74
"7","Gestão de relação de clientes",74
"6","E-commerce",74
"6","Marketing Strategy",74
"6","Sales",74
"6","Negotiation",74
"6","Comércio eletrônico",74
"6","Inglês",74
"5","Start-ups",74
"5","Marketing social",74
"4","Salesforce.com",74
"4","Português",74
"4","Empresas startups",74
"3","CRM",74
"3","Marketing por e-mail",74
"2","Portuguese",74
"2","English",74
"2","Email Marketing",74
"2","SEM",74
"2","Google Analytics",74
"2","Social Media Marketing",74
"2","Market Planning",74
"2","Sales Management",74
"13","Estratégia empresarial",75
"","",75
"11","Linhas aéreas",75
"","",75
"6","Turismo",75
"","",75
"6","Estratégias de marketing",75
"6","Precificação",75
"5","Vendas",75
"4","Atendimento ao Cliente",75
"3","Português",75
"2","Microsoft Excel",75
"2","Business Strategy",75
"1","Microsoft Office",75
"","Customer Service",75
"","Sabre",75
"","Amadeus",75
"","Oracle Hyperion Web Analysis",75
"","Navitaire SkySpeed 3.4",75
"","Oracle i-Expenses",75
"4","Foco no cliente",76
"","",76
"3","Comunicação interpessoal",76
"","",76
"3","Proatividade",76
"","",76
"3","Persistência",76
"3","Sociabilidade",76
"3","Sensibilidade",76
"26","Comércio eletrônico",77
"","",77
"","",77
"19","Google Analytics",77
"","",77
"","",77
"19","Marketing digital",77
"","",77
"","",77
"13","Google AdWords",77
"12","E-commerce",77
"11","Estratégias de marketing",77
"8","Marketing online",77
"8","Análise de rede",77
"7","Estratégia digital",77
"6","Digital Strategy",77
"6","Digital Media",77
"6","Online Marketing",77
"5","Digital Marketing",77
"5","Web Analytics",77
"5","Marketing",77
"4","SEO",77
"4","Google Adwords",77
"4","Publicidade online",77
"4","Planejamento estratégico",77
"4","Marketing por e-mail",77
"4","Marketing social",77
"3","Mídias sociais",77
"3","Marketing Strategy",77
"3","SEO (Otimização de motores de busca)",77
"2","Mobile Marketing",77
"2","Estratégia empresarial",77
"2","Publicidade",77
"2","Mídia digital",77
"1","Gestão",77
"1","Negociação",77
"48","User Experience",78
"","",78
"","",78
"36","Information Architecture",78
"","",78
"","",78
"24","E-commerce",78
"","",78
"","",78
"23","Experiência do usuário",78
"18","Front-end",78
"17","Web Analytics",78
"17","User Interface Design",78
"16","Usability",78
"14","Axure",78
"14","Usability Testing",78
"13","Google Analytics",78
"12","DOS",78
"12","Comércio eletrônico",78
"11","Scrum",78
"10","Interaction Design",78
"10","SEO",78
"9","Digital Strategy",78
"8","User Interface",78
"8","SEM",78
"7","Wireframes",78
"7","Mobile Design",78
"7","Web Design",78
"7","Agile Methodologies",78
"6","User-centered Design",78
"5","Kanban",78
"5","jQuery",78
"4","Web Standards",78
"4","Usabilidade",78
"3","Mobile Applications",78
"3","Sistema front-end",78
"3","Teste de usabilidade",78
"3","SEO (Otimização de motores de busca)",78
"2","Web design",78
"2","JQuery",78
"52","Linux",79
"","",79
"","",79
"49","C++",79
"","",79
"","",79
"39","Python",79
"","",79
"","",79
"39","Scrum",79
"32","C",79
"28","Software Engineering",79
"25","Qt",79
"20","Git",79
"16","Embedded Systems",79
"15","Shell Scripting",79
"14","Swift",79
"13","Objective-C",79
"10","Software Development",79
"8","iOS Development",79
"7","Bash",79
"6","Algorithms",79
"6","MySQL",79
"3","Django",79
"3","Web Development",79
"34","Scrum",80
"","",80
"","",80
"16","Java",80
"","",80
"","",80
"13","Mobile Testing",80
"","",80
"","",80
"13","Metodologias ágeis",80
"12","Agile Methodologies",80
"12","Automação de testes",80
"11","JIRA",80
"10","Bug Tracking",80
"9","TestLink",80
"8","Test Automation",80
"8","Eclipse",80
"7","Windows Phone",80
"6","Teamwork",80
"6","Selenium",80
"5","MySQL",80
"3","Test Strategy",80
"3","PostgreSQL",80
"3","C#",80
"3","C++",80
"2","Brazilian Portuguese",80
"2","JMeter",80
"2","Fitnesse",80
"2","Microsoft Visual Studio",80
"2","Engenharia de software",80
"2","Acompanhamento de bugs",80
"1","Automated Software Testing",80
"1","System Testing",80
"1","BDD",80
"1","Cucumber",80
"1","Microsoft Test Manager",80
"1","Team Foundation Server",80
"1","Selenium Webdriver",80
"11","Software Testing Process",80
"3","Cobertura for J2ME",80
"3","Selenium RC/IDE",80
"1","eFitnesse",80
"1","JMUnit",80
"1","Coded UI",80
"1","Robotium",80
"1","Monkeyrunner",80
"1","Sikuli",80
"15","Valuation",81
"","",81
"","",81
"15","Corporate Finance",81
"","",81
"","",81
"12","Financial Modeling",81
"","",81
"","",81
"10","Finance",81
"7","Capital Markets",81
"4","VBA",81
"3","PowerPoint",81
"2","Data Analysis",81
"4","Scrum",82
"","",82
"3","Engenharia de software",82
"","",82
"3","MySQL",82
"","",82
"3","UML",82
"3","Java",82
"2","C (linguagem de programação)",82
"2","Desenvolvimento de produtos",82
"2","Frameworks PHP",82
"2","Desenvolvimento para iOS",82
"2","PHP",82
"2","Linux",82
"1","Swift",82
"1","SQL",82
"1","JavaScript",82
"1","HTML",82
"1","CSS",82
"1","Liderança de equipe",82
"1","Metodologias ágeis",82
"1","Git",82
"1","Android",82
"1","HTML5",82
"1","Desenvolvimento de sites",82
"","Desenvolvimento de software",82
"","C",82
"","Sistemas operacionais",82
"","Programação de computadores",82
"1","Tétriz",82
"5","Desenvolvimento Android",83
"","",83
"5","Java",83
"","",83
"3","C#",83
"","",83
"1","SQL",83
"2","PHP",83
"2","MySQL",83
"1","Microsoft SQL Server",83
"2","Visual Basic",83
"1","Programming Languages",83
"1","Software Development",83
"1","Development Programming",83
"1","HTML",83
"2","C++",83
"2","HTML 5",83
"2","C",83
"1","Python",83
"1","Prolog",83
"1","Delphi",83
"1","PostgreSQL",83
"9","Linux",84
"","",84
"","",84
"6","C++",84
"","",84
"","",84
"5","PHP",84
"","",84
"","",84
"5","C (linguagem de programação)",84
"4","MySQL",84
"4","JavaScript",84
"4","SQL",84
"3","HTML",84
"3","Scrum",84
"2","Software Development",84
"2","Python",84
"1","Desenvolvimento de software",84
"3","Inglês",85
"","",85
"4","Swift",85
"","",85
"","",85
"4","iOS",85
"","",85
"","",85
"2","CBL",85
"","Objective-C",85
"3","Scrum",85
"11","Android Development",86
"","",86
"","",86
"10","MySQL",86
"","",86
"","",86
"9","PHP",86
"","",86
"","",86
"9","JavaScript",86
"7","Scrum",86
"7","Desenvolvimento Android",86
"6","SQL",86
"5","Digital TV",86
"5","Java Enterprise Edition",86
"5","Linux",86
"4","HTML",86
"4","C++",86
"3","JavaSE",86
"3","Lua",86
"3","phpMyAdmin",86
"3","SQLite",86
"3","CSS",86
"3","EJB",86
"3","JSF",86
"3","JDBC",86
"3","Data Mining",86
"3","Java",86
"2","Oracle SQL",86
"2","DHTML",86
"2","Windows",86
"2","JPA",86
"2","Information Retrieval",86
"2","Machine Learning",86
"2","UML",86
"2","Python",86
"3","Context Sensitive Solutions",86
"3","ITS",86
"2","Chrome Extensions",86
"1","Unified Modeling Language (UML)",86
"3","C++",87
"","",87
"3","Python",87
"","",87
"6","Java",87
"","",87
"3","MySQL",87
"12","Java",88
"","",88
"9","SQL",88
"","",88
"8","Microsoft SQL Server",88
"","",88
"8","C (linguagem de programação)",88
"7","MySQL",88
"6","Objective-C",88
"6","Desenvolvimento de software",88
"5","Visual Basic",88
"4","C",88
"4","Software Development",88
"4","C++",88
"4","Scrum",88
"3","C#",88
"3","CSS",88
"3","HTML",88
"3","Swift",88
"3","Microsoft Office",88
"2","JSON",88
"2","J2ME",88
"2","LaTeX",88
"2","Prolog",88
"2","Python",88
"1","Jade",88
"1","JavaScript",88
"3","Object Pascal",88
"2","SML",88
"1","Inglês",89
"","",89
"","Microsoft Office",89
"","",89
"","Microsoft PowerPoint",89
"","",89
"","Microsoft Word",89
"","Engenharia",89
"","Engenharia de processos",89
"21","Scrum",90
"","",90
"","",90
"20","Sistemas operacionais",90
"","",90
"","",90
"19","SQL",90
"","",90
"","",90
"17","Linux",90
"16","MySQL",90
"10","PostgreSQL",90
"9","Operating Systems",90
"8","Java",90
"7","UML",90
"7","Shell script",90
"5","Microsoft Project",90
"4","Database Administration",90
"4","Databases",90
"4","Delphi",90
"4","Software Development",90
"4","Banco de dados",90
"3","Shell Scripting",90
"3","IT Management",90
"3","Gestão de TI",90
"2","JSF",90
"2","C/C++",90
"2","Visual Basic 5.0/6.0",90
"2","FreeBSD",90
"2","ETL",90
"2","Data Warehousing",90
"2","XML",90
"2","Windows",90
"2","Windows Server",90
"2","Unix Shell Scripting",90
"2","Debian",90
"2","Visual Basic",90
"1","Ubuntu",90
"1","CVS",90
"1","VMware",90
"1","Amazon EC2",90
"1","Pentaho",90
"1","ETL (Extração, transformação e carregamento)",90
"","MS Project",90
"","R",90
"","Data Mining",90
"","BMC Remedy",90
"","Zabbix",90
"","Nagios",90
"","Barman (Backup and Recovery Manager) - PostgreSQL",90
"","Hyperic HQ",90
"31","Marketing digital",91
"","",91
"","",91
"23","Google AdWords",91
"","",91
"","",91
"22","Google Analytics",91
"","",91
"","",91
"17","Digital Marketing",91
"20","Marketing de motor de busca",91
"40","Mídias sociais",91
"28","Marketing",91
"21","Estratégias de marketing",91
"13","Social Media",91
"15","Marketing social",91
"9","Marketing online",91
"12","SEO (Otimização de motores de busca)",91
"8","Planejamento estratégico",91
"6","SEM",91
"6","Publicidade",91
"7","Publicidade online",91
"7","Social Media Marketing",91
"6","Marketing Strategy",91
"3","Graphic Design",91
"3","Adobe Creative Suite",91
"4","Advertising",91
"3","Comunicações de marketing",91
"3","SEO",91
"2","Web Design",91
"2","Runrun.it",91
"3","Estratégia empresarial",91
"1","Marketing de Conteúdo",91
"16","Negociação",93
"","",93
"15","Gestão",93
"","",93
"15","Planejamento estratégico",93
"","",93
"12","Microsoft Excel",93
"11","Microsoft Office",93
"10","Inteligência empresarial",93
"7","Marketing",93
"6","Vendas",93
"5","Gestão de equipes",93
"5","Microsoft Word",93
"4","Negotiation",93
"4","Empresas startups",93
"2","Trade Marketing",93
"2","Strategic Planning",93
"2","Marketing comercial",93
"2","Pré-vendas",93
"2","Centrais de atendimento",93
"1","Business Intelligence",93
"1","Call Centers",93
"1","Team Management",93
"1","Management",93
"1","Pre-sales",93
"1","Start-ups",93
"1","Estratégia empresarial",93
"24","Market Planning",94
"","",94
"","",94
"23","Marketing Strategy",94
"","",94
"","",94
"23","Operating Systems",94
"","",94
"","",94
"19","Digital Marketing",94
"15","DOS",94
"14","Trade Marketing",94
"13","E-commerce",94
"11","Sales",94
"9","Negotiation",94
"8","Sales Management",94
"6","Online Advertising",94
"4","Marketing Management",94
"4","Market Analysis",94
"3","Business Planning",94
"2","Recruiting",94
"2","Strategic Sales",94
"10","Consulting",95
"","",95
"9","Management Consulting",95
"","",95
"4","Business Strategy",95
"","",95
"12","Chemical Engineering",95
"11","Software Development",95
"11","VBA",95
"8","Microsoft Excel",95
"6","Management",95
"8","Process Engineering",95
"8","Metallurgy",95
"6","Team Leadership",95
"32","Business Strategy",96
"","",96
"","",96
"29","E-commerce",96
"","",96
"26","Business Intelligence",96
"","",96
"19","Start-ups",96
"19","Entrepreneurship",96
"15","Scrum",96
"15","Cloud Computing",96
"15","Project Management",96
"14","Strategic Planning",96
"11","Business Analysis",96
"11","Business Planning",96
"9","Team Leadership",96
"6","ITIL",96
"5","IT Management",96
"5","Strategy",96
"4","Information Security",96
"3","COBIT",96
"3","PHP",96
"2","Mobile Applications",96
"2","Outsourcing",96
"2","Digital Marketing",96
"1","PMI",96
"1","ERP",96
"1","Business Process Improvement",96
"1","Agile Methodologies",96
"2","Governance",96
"15","Negociação",97
"","",97
"10","B2B",97
"","",97
"10","Estratégia empresarial",97
"","",97
"7","Business Strategy",97
"7","Negotiation",97
"7","Estratégias de marketing",97
"6","Marketing Strategy",97
"6","Gestão de vendas",97
"5","Gestão",97
"5","Vendas",97
"5","Planejamento estratégico",97
"4","Microsoft Office",97
"3","Desenvolvimento de novos negócios",97
"3","Liderança de equipe",97
"2","Marketing digital",97
"2","Microsoft Word",97
"2","Sales Management",97
"2","Microsoft PowerPoint",97
"2","PowerPoint",97
"1","Inglês",97
"1","Desenvolvimento empresarial",97
"1","Salesforce.com",97
"","New Business Development",97
"","Business Development",97
"6","Microsoft Office",98
"","",98
"5","Microsoft PowerPoint",98
"","",98
"4","Microsoft Word",98
"","",98
"3","Liderança de equipe",98
"2","Oratória",98
"2","Liderança",98
"1","Microsoft Excel",98
"1","Management",98
"","Pesquisa",98
"","Sales Operations",98
"8","E-commerce",99
"","",99
"","",99
"6","Digital Marketing",99
"","",99
"5","DAS",99
"","",99
"5","Business Strategy",99
"5","Business Planning",99
"4","Portuguese",99
"4","Online Advertising",99
"4","Marketing Strategy",99
"4","Market Planning",99
"3","Trade Marketing",99
"3","Marketing Management",99
"3","Operating Systems",99
"2","Strategic Planning",99
"2","Negotiation",99
"2","Management",99
"2","Team Leadership",99
"2","Sales Management",99
"2","Microsoft Office",99
"2","English",99
"2","Social Media Marketing",99
"2","PowerPoint",99
"41","Sistemas operacionais",100
"","",100
"","",100
"29","Gestão",100
"","",100
"20","Negociação",100
"","",100
"18","Marketing digital",100
"18","ERP (Planejamento de recursos empresariais)",100
"16","Estratégia empresarial",100
"15","Planejamento estratégico",100
"13","Empresas startups",100
"12","Vendas",100
"12","Planejamento empresarial",100
"9","Operating Systems",100
"7","Gestão de vendas",100
"5","Gestão de relação de clientes",100
"5","Management",100
"5","Negotiation",100
"4","Sales Management",100
"4","Digital Marketing",100
"4","Venda de soluções de software",100
"3","Microsoft CRM",100
"3","Web 2.0",100
"3","Start-ups",100
"2","Web Analytics",100
"2","Web Design",100
"2","Vendor Management",100
"2","Vendor Relations",100
"2","Pre-sales Technical Support",100
"2","Google Adwords",100
"2","Google Analytics",100
"2","IT Outsourcing",100
"2","Mobile Telecommunications",100
"2","Corporate Management",100
"2","Key Account Management",100
"2","Field Marketing",100
"2","Sales Representatives",100
"2","Insurance",100
"2","Social Media",100
"2","Social Media Marketing",100
"2","ERP",100
"2","Business Coaching",100
"2","Coaching",100
"2","Executive Coaching",100
"2","Solution Selling",100
"2","Selling Skills",100
"2","Sales",100
"2","Sales Process",100
"2","Social Skills",100
"1","SEO",100
"1","Direct Sales",100
"3","ERP/CRM",100
"2","Solutions Selling",100
"25","Marketing digital",101
"","",101
"23","Sistemas operacionais",101
"","",101
"","",101
"15","Comércio eletrônico",101
"","",101
"14","Estratégias de marketing",101
"10","Publicidade online",101
"8","Digital Marketing",101
"7","Marketing",101
"3","Online Advertising",101
"5","Marketing",102
"","",102
"5","Gestão",102
"","",102
"4","Publicidade online",102
"","",102
"3","Atendimento ao Cliente",102
"2","Marketing digital",102
"2","Microsoft Office",102
"2","Mídias sociais",102
"2","Comércio eletrônico",102
"2","Liderança",102
"2","Gestão de projetos",102
"2","Administração",102
"2","Microsoft Word",102
"2","Microsoft Excel",102
"28","Estratégias de marketing",103
"","",103
"22","Planejamento estratégico",103
"","",103
"11","Publicidade online",103
"","",103
"17","Estratégia empresarial",103
"14","Negociação",103
"10","Marketing",103
"6","Marketing online",103
"1","Empresas startups",103
"7","Microsoft PowerPoint",103
"3","Marketing Strategy",103
"1","Digital Marketing",103
"4","Business Strategy",103
"2","Online Advertising",103
"1","E-commerce",103
"5","Negotiation",103
"2","Strategic Planning",103
"5","Comércio eletrônico",103
"6","Marketing digital",103
"5","Liderança de equipe",103
"4","Gestão de vendas",103
"3","Inglês",103
"3","Consultoria de gestão",103
"3","Terceirização de serviços",103
"3","Mídias sociais",103
"6","Estratégia",103
"2","Sales Management",103
"2","Team Leadership",103
"1","Social Media",103
"1","Marketing por e-mail",103
"1","Administração",103
"2","Strategy",103
"4","Microsoft Office",103
"2","Consultoria",103
"3","Gestão",103
"2","Vendas",103
"2","Marketing social",103
"1","Integração",103
"8","PMO",104
"","",104
"5","ITIL",104
"","",104
"3","Microsoft Excel",104
"","",104
"2","Strategic Planning",104
"2","Business Planning",104
"2","English",104
"2","Team Leadership",104
"2","Operating Systems",104
"1","Marketing Strategy",104
"","Pre-sales",104
"","Marketing",104
"","Microsoft Office",104
"","Teamwork",104
"","Management",104
"","Business Strategy",104
"","Customer Service",104
"","Quality Management",104
"","Business Intelligence",104
"","Sales & Marketing",104
"","Sports",104
"","Business Analysis",104
"","Data Analysis",104
"","Planning",104
"7","Python",105
"","",105
"","",105
"2","Docker",105
"","",105
"18","Linux",105
"","",105
"","",105
"","Rancher",105
"","Continuous Integration",105
"9","Web Development",105
"7","HTML 5",105
"17","JavaScript",105
"4","AngularJS",105
"16","PHP",105
"1","Silex",105
"3","Django",105
"6","PHPUnit",105
"7","CSS3",105
"4","Jasmine",105
"13","MySQL",105
"7","Apache",105
"5","front-end",105
"4","jQuery",105
"7","Wordpress",105
"2","Dojo",105
"3","Amazon S3",105
"4","Amazon EC2",105
"4","CSS",105
"5","Git",105
"1","Doctrine",105
"4","Kanban",105
"3","Scrum",105
"5","Planejamento estratégico",106
"","",106
"5","Negociação",106
"","",106
"5","Liderança de equipe",106
"","",106
"5","Microsoft Excel",106
"5","Gestão",106
"4","Microsoft Office",106
"4","Estratégia empresarial",106
"4","Microsoft PowerPoint",106
"4","Gestão de vendas",106
"4","Atendimento ao Cliente",106
"4","Vendas",106
"3","Planejamento empresarial",106
"2","Estratégias de marketing",106
"4","Microsoft Excel",107
"","",107
"4","Salesforce.com",107
"","",107
"2","Microsoft PowerPoint",107
"","",107
"2","Atendimento ao cliente",107
"1","CRM Solve360",107
"1","Exact Sales",107
"","Inglês básico",107
"54","Negociação",109
"","",109
"36","Gestão de vendas",109
"","",109
"32","Gestão",109
"","",109
"24","Marketing digital",109
"18","Estratégia empresarial",109
"17","Estratégias de marketing",109
"13","Liderança de equipe",109
"10","Marketing",109
"9","Vendas",109
"8","Planejamento estratégico",109
"6","Gestão de contas",109
"6","Salesforce.com",109
"6","Comércio eletrônico",109
"5","Negotiation",109
"4","Sales Management",109
"4","Mídias sociais",109
"3","Digital Marketing",109
"3","Planejamento empresarial",109
"3","Management",109
"2","Social Media",109
"2","Social Media Marketing",109
"2","Processo de venda",109
"2","Publicidade online",109
"2","Marketing social",109
"2","Computação em nuvem",109
"1","Excel",109
"1","Windows",109
"1","Online Marketing",109
"1","Venda de soluções de software",109
"1","Operações de vendas",109
"1","Team Leadership",109
"1","Microsoft Office",109
"1","Estratégia",109
"1","SEO (Otimização de motores de busca)",109
"1","Business Planning",109
"","Sales Management Coaching",109
"","Empresas startups",109
"","Gestão de relação de clientes",109
"","Publicidade",109
